change_id,issue_id,description,status,created_at
EC-03611,QI-08602,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-04-06
EC-03612,QI-03108,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-05-11
EC-03613,QI-06984,Engineering change addressing: surface finish outside specification,approved,2026-03-11
EC-03614,QI-02170,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-07-12
EC-03615,QI-03948,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-02-27
EC-03616,QI-00777,Engineering change addressing: seal leakage detected during pressure test,approved,2026-08-11
EC-03617,QI-04371,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-05-19
EC-03618,QI-04314,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-04-23
EC-03619,QI-10640,Engineering change addressing: surface finish outside specification,proposed,2026-01-17
EC-03620,QI-00801,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-02-20
EC-03621,QI-00789,Engineering change addressing: material hardness below specification,approved,2026-04-17
EC-03622,QI-02571,Engineering change addressing: material hardness below specification,in_progress,2026-05-21
EC-03623,QI-05820,Engineering change addressing: surface finish outside specification,implemented,2026-03-20
EC-03624,QI-03572,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-07-02
EC-03625,QI-10758,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-06-22
EC-03626,QI-07941,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-06-13
EC-03627,QI-02931,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-04-11
EC-03628,QI-01575,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-04-07
EC-03629,QI-00857,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-05-28
EC-03630,QI-01700,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-08-27
EC-03631,QI-00953,Engineering change addressing: seal leakage detected during pressure test,approved,2026-06-12
EC-03632,QI-01691,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-01-04
EC-03633,QI-07599,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-03-16
EC-03634,QI-07239,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-25
EC-03635,QI-04757,Engineering change addressing: material hardness below specification,proposed,2026-06-08
EC-03636,QI-07664,Engineering change addressing: material hardness below specification,approved,2026-06-28
EC-03637,QI-08599,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-22
EC-03638,QI-08397,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-06-05
EC-03639,QI-03315,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-04-04
EC-03640,QI-02629,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-08-14
EC-03641,QI-02417,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-05-13
EC-03642,QI-09947,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-05-01
EC-03643,QI-11368,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-05-05
EC-03644,QI-07893,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-03-13
EC-03645,QI-02893,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-01-02
EC-03646,QI-10284,Engineering change addressing: material hardness below specification,in_progress,2026-02-26
EC-03647,QI-00012,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-05-07
EC-03648,QI-01329,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-01-21
EC-03649,QI-04495,Engineering change addressing: material hardness below specification,in_progress,2026-04-05
EC-03650,QI-01079,Engineering change addressing: material hardness below specification,in_progress,2026-01-23
EC-03651,QI-11043,Engineering change addressing: surface finish outside specification,proposed,2026-08-23
EC-03652,QI-10127,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-08-10
EC-03653,QI-00035,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-05-06
EC-03654,QI-06112,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-08-06
EC-03655,QI-04794,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-05-24
EC-03656,QI-10772,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-02-03
EC-03657,QI-08508,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-03-02
EC-03658,QI-11592,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-08-04
EC-03659,QI-07974,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-01-11
EC-03660,QI-02106,Engineering change addressing: material hardness below specification,approved,2026-03-01
EC-03661,QI-03972,Engineering change addressing: material hardness below specification,implemented,2026-05-02
EC-03662,QI-01611,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-05-14
EC-03663,QI-00564,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-08-05
EC-03664,QI-00804,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-15
EC-03665,QI-02745,Engineering change addressing: material hardness below specification,approved,2026-07-22
EC-03666,QI-10160,Engineering change addressing: material hardness below specification,approved,2026-06-05
EC-03667,QI-11101,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-01-14
EC-03668,QI-02976,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-19
EC-03669,QI-01859,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-07-04
EC-03670,QI-07805,Engineering change addressing: material hardness below specification,implemented,2026-07-06
EC-03671,QI-10552,Engineering change addressing: surface finish outside specification,implemented,2026-01-24
EC-03672,QI-02651,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-05-22
EC-03673,QI-02475,Engineering change addressing: surface finish outside specification,in_progress,2026-01-19
EC-03674,QI-02468,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-05-23
EC-03675,QI-08050,Engineering change addressing: surface finish outside specification,in_progress,2026-01-20
EC-03676,QI-02533,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-05-05
EC-03677,QI-03978,Engineering change addressing: surface finish outside specification,in_progress,2026-01-21
EC-03678,QI-02293,Engineering change addressing: material hardness below specification,approved,2026-04-08
EC-03679,QI-04022,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-03-03
EC-03680,QI-09733,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-06-05
EC-03681,QI-09201,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-05-19
EC-03682,QI-07735,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-01-08
EC-03683,QI-06200,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-06-01
EC-03684,QI-01554,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-07-16
EC-03685,QI-10551,Engineering change addressing: material hardness below specification,implemented,2026-04-23
EC-03686,QI-10013,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-07-26
EC-03687,QI-00602,Engineering change addressing: material hardness below specification,in_progress,2026-05-11
EC-03688,QI-05903,Engineering change addressing: surface finish outside specification,approved,2026-03-09
EC-03689,QI-10664,Engineering change addressing: surface finish outside specification,in_progress,2026-06-18
EC-03690,QI-06563,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-07-07
EC-03691,QI-08871,Engineering change addressing: surface finish outside specification,in_progress,2026-02-27
EC-03692,QI-10295,Engineering change addressing: material hardness below specification,in_progress,2026-02-23
EC-03693,QI-04050,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-02-23
EC-03694,QI-07262,Engineering change addressing: surface finish outside specification,implemented,2026-02-06
EC-03695,QI-08239,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-11
EC-03696,QI-03545,Engineering change addressing: material hardness below specification,proposed,2026-06-14
EC-03697,QI-06336,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-08-13
EC-03698,QI-02149,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-03-15
EC-03699,QI-00817,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-23
EC-03700,QI-11164,Engineering change addressing: material hardness below specification,implemented,2026-07-19
EC-03701,QI-07971,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-24
EC-03702,QI-04819,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-03
EC-03703,QI-02090,Engineering change addressing: surface finish outside specification,implemented,2026-07-17
EC-03704,QI-04006,Engineering change addressing: material hardness below specification,proposed,2026-03-08
EC-03705,QI-03926,Engineering change addressing: material hardness below specification,implemented,2026-06-18
EC-03706,QI-08529,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-07-20
EC-03707,QI-09683,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-02-09
EC-03708,QI-09502,Engineering change addressing: surface finish outside specification,approved,2026-07-20
EC-03709,QI-02927,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-08-08
EC-03710,QI-01155,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-06-12
EC-03711,QI-04243,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-27
EC-03712,QI-10622,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-05-26
EC-03713,QI-02896,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-08-07
EC-03714,QI-03941,Engineering change addressing: material hardness below specification,proposed,2026-02-06
EC-03715,QI-01501,Engineering change addressing: surface finish outside specification,proposed,2026-05-01
EC-03716,QI-08223,Engineering change addressing: surface finish outside specification,implemented,2026-03-09
EC-03717,QI-00507,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-04-07
EC-03718,QI-10470,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-26
EC-03719,QI-03925,Engineering change addressing: material hardness below specification,proposed,2026-07-25
EC-03720,QI-11825,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-05-12
EC-03721,QI-08418,Engineering change addressing: seal leakage detected during pressure test,approved,2026-07-24
EC-03722,QI-01485,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-07-22
EC-03723,QI-04929,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-15
EC-03724,QI-01240,Engineering change addressing: material hardness below specification,proposed,2026-03-02
EC-03725,QI-04580,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-08
EC-03726,QI-03801,Engineering change addressing: surface finish outside specification,approved,2026-02-01
EC-03727,QI-07224,Engineering change addressing: surface finish outside specification,in_progress,2026-06-11
EC-03728,QI-04229,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-25
EC-03729,QI-01495,Engineering change addressing: surface finish outside specification,in_progress,2026-05-23
EC-03730,QI-02171,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-02-14
EC-03731,QI-05893,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-20
EC-03732,QI-02295,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-07-21
EC-03733,QI-11230,Engineering change addressing: surface finish outside specification,approved,2026-02-14
EC-03734,QI-08660,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-18
EC-03735,QI-11870,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-05-10
EC-03736,QI-04326,Engineering change addressing: material hardness below specification,proposed,2026-04-14
EC-03737,QI-07607,Engineering change addressing: seal leakage detected during pressure test,approved,2026-04-04
EC-03738,QI-09097,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-04-03
EC-03739,QI-08951,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-05-23
EC-03740,QI-03740,Engineering change addressing: material hardness below specification,in_progress,2026-03-18
EC-03741,QI-05509,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-06-26
EC-03742,QI-09359,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-04-12
EC-03743,QI-08279,Engineering change addressing: material hardness below specification,approved,2026-07-01
EC-03744,QI-08131,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-01-12
EC-03745,QI-05749,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-01-23
EC-03746,QI-01391,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-06-17
EC-03747,QI-06017,Engineering change addressing: material hardness below specification,in_progress,2026-01-22
EC-03748,QI-06836,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-02-24
EC-03749,QI-05527,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-03-16
EC-03750,QI-04444,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-02-17
EC-03751,QI-08362,Engineering change addressing: seal leakage detected during pressure test,approved,2026-07-01
EC-03752,QI-01453,Engineering change addressing: surface finish outside specification,proposed,2026-05-20
EC-03753,QI-07067,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-04-17
EC-03754,QI-09371,Engineering change addressing: surface finish outside specification,approved,2026-05-23
EC-03755,QI-03885,Engineering change addressing: surface finish outside specification,in_progress,2026-02-26
EC-03756,QI-11124,Engineering change addressing: material hardness below specification,approved,2026-07-08
EC-03757,QI-05966,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-02-12
EC-03758,QI-05682,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-07-24
EC-03759,QI-05938,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-04-20
EC-03760,QI-00635,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-26
EC-03761,QI-06747,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-05-27
EC-03762,QI-03353,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-08-01
EC-03763,QI-06687,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-07-13
EC-03764,QI-00623,Engineering change addressing: surface finish outside specification,approved,2026-06-11
EC-03765,QI-02450,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-02-19
EC-03766,QI-07363,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-02-19
EC-03767,QI-09857,Engineering change addressing: material hardness below specification,in_progress,2026-01-20
EC-03768,QI-07055,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-08-05
EC-03769,QI-09518,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-07-23
EC-03770,QI-06895,Engineering change addressing: seal leakage detected during pressure test,approved,2026-05-20
EC-03771,QI-05599,Engineering change addressing: material hardness below specification,proposed,2026-05-17
EC-03772,QI-11393,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-07-08
EC-03773,QI-05538,Engineering change addressing: material hardness below specification,approved,2026-07-18
EC-03774,QI-06947,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-02-18
EC-03775,QI-10408,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-01-28
EC-03776,QI-02058,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-08-10
EC-03777,QI-06262,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-08-01
EC-03778,QI-10595,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-06-16
EC-03779,QI-00866,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-06-05
EC-03780,QI-02882,Engineering change addressing: material hardness below specification,implemented,2026-01-13
EC-03781,QI-10840,Engineering change addressing: material hardness below specification,proposed,2026-03-14
EC-03782,QI-02558,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-03-06
EC-03783,QI-07896,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-01-26
EC-03784,QI-10853,Engineering change addressing: material hardness below specification,implemented,2026-02-23
EC-03785,QI-03360,Engineering change addressing: surface finish outside specification,approved,2026-01-06
EC-03786,QI-05744,Engineering change addressing: material hardness below specification,proposed,2026-07-27
EC-03787,QI-10741,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-01-03
EC-03788,QI-08379,Engineering change addressing: surface finish outside specification,proposed,2026-08-08
EC-03789,QI-11332,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-06-19
EC-03790,QI-06057,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-06-05
EC-03791,QI-02767,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-03-05
EC-03792,QI-02775,Engineering change addressing: material hardness below specification,in_progress,2026-08-04
EC-03793,QI-00274,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-08-22
EC-03794,QI-01739,Engineering change addressing: surface finish outside specification,proposed,2026-01-12
EC-03795,QI-08230,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-08-12
EC-03796,QI-06501,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-07-14
EC-03797,QI-08415,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-01-10
EC-03798,QI-10633,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-05-15
EC-03799,QI-02044,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-05-06
EC-03800,QI-04162,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-05
EC-03801,QI-07452,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-02-26
EC-03802,QI-02355,Engineering change addressing: surface finish outside specification,approved,2026-06-12
EC-03803,QI-08511,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-06-22
EC-03804,QI-06126,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-02-06
EC-03805,QI-07714,Engineering change addressing: surface finish outside specification,proposed,2026-04-21
EC-03806,QI-00033,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-02-03
EC-03807,QI-00071,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-03-25
EC-03808,QI-06742,Engineering change addressing: material hardness below specification,approved,2026-02-17
EC-03809,QI-11917,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-26
EC-03810,QI-03453,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-01-03
EC-03811,QI-02246,Engineering change addressing: material hardness below specification,proposed,2026-01-18
EC-03812,QI-06771,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-06-27
EC-03813,QI-06711,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-07-08
EC-03814,QI-00302,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-06-13
EC-03815,QI-09591,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-03-03
EC-03816,QI-04726,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-07-23
EC-03817,QI-00351,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-01-12
EC-03818,QI-06853,Engineering change addressing: surface finish outside specification,approved,2026-02-15
EC-03819,QI-01714,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-07-26
EC-03820,QI-10871,Engineering change addressing: material hardness below specification,approved,2026-04-04
EC-03821,QI-11742,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-01-02
EC-03822,QI-06396,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-01-10
EC-03823,QI-07004,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-05-11
EC-03824,QI-04369,Engineering change addressing: surface finish outside specification,in_progress,2026-02-01
EC-03825,QI-10826,Engineering change addressing: material hardness below specification,implemented,2026-06-28
EC-03826,QI-02795,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-01-09
EC-03827,QI-04635,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-05-28
EC-03828,QI-08685,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-03-18
EC-03829,QI-01791,Engineering change addressing: material hardness below specification,proposed,2026-05-14
EC-03830,QI-07586,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-06-10
EC-03831,QI-02333,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-05-21
EC-03832,QI-03796,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-08-06
EC-03833,QI-09908,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-08-19
EC-03834,QI-02193,Engineering change addressing: surface finish outside specification,implemented,2026-03-04
EC-03835,QI-07815,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-04-08
EC-03836,QI-01847,Engineering change addressing: material hardness below specification,in_progress,2026-04-09
EC-03837,QI-04242,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-07-05
EC-03838,QI-03159,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-07-09
EC-03839,QI-09050,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-03-01
EC-03840,QI-11674,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-05-04
EC-03841,QI-10267,Engineering change addressing: surface finish outside specification,implemented,2026-04-09
EC-03842,QI-06047,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-24
EC-03843,QI-09419,Engineering change addressing: material hardness below specification,approved,2026-04-06
EC-03844,QI-03774,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-01-02
EC-03845,QI-09488,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-04-03
EC-03846,QI-05974,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-16
EC-03847,QI-06203,Engineering change addressing: material hardness below specification,implemented,2026-07-10
EC-03848,QI-02947,Engineering change addressing: surface finish outside specification,proposed,2026-08-03
EC-03849,QI-06439,Engineering change addressing: material hardness below specification,approved,2026-03-24
EC-03850,QI-11082,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-02-14
EC-03851,QI-10455,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-05-15
EC-03852,QI-00716,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-05-15
EC-03853,QI-01231,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-01-09
EC-03854,QI-07223,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-08-08
EC-03855,QI-00122,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-07-27
EC-03856,QI-08783,Engineering change addressing: surface finish outside specification,approved,2026-06-14
EC-03857,QI-00259,Engineering change addressing: material hardness below specification,implemented,2026-02-21
EC-03858,QI-08781,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-02-27
EC-03859,QI-01654,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-02-22
EC-03860,QI-03761,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-08
EC-03861,QI-09139,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-04-21
EC-03862,QI-04305,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-07-05
EC-03863,QI-11939,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-04-01
EC-03864,QI-10920,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-03-26
EC-03865,QI-02042,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-04-11
EC-03866,QI-09672,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-08-08
EC-03867,QI-00387,Engineering change addressing: material hardness below specification,proposed,2026-02-17
EC-03868,QI-08078,Engineering change addressing: surface finish outside specification,proposed,2026-06-19
EC-03869,QI-07615,Engineering change addressing: surface finish outside specification,implemented,2026-07-25
EC-03870,QI-07863,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-16
EC-03871,QI-09198,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-05-27
EC-03872,QI-00598,Engineering change addressing: seal leakage detected during pressure test,approved,2026-08-17
EC-03873,QI-07386,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-05-06
EC-03874,QI-04696,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-07-28
EC-03875,QI-00634,Engineering change addressing: material hardness below specification,approved,2026-04-07
EC-03876,QI-00470,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-04-14
EC-03877,QI-03452,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-04-23
EC-03878,QI-05947,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-04-13
EC-03879,QI-05418,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-05-07
EC-03880,QI-01988,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-03
EC-03881,QI-08647,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-01-13
EC-03882,QI-02187,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-09
EC-03883,QI-03151,Engineering change addressing: surface finish outside specification,proposed,2026-04-13
EC-03884,QI-07169,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-07-03
EC-03885,QI-02383,Engineering change addressing: surface finish outside specification,proposed,2026-08-22
EC-03886,QI-09555,Engineering change addressing: surface finish outside specification,implemented,2026-05-19
EC-03887,QI-05701,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-05-13
EC-03888,QI-00488,Engineering change addressing: surface finish outside specification,proposed,2026-06-04
EC-03889,QI-05166,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-02-16
EC-03890,QI-00550,Engineering change addressing: seal leakage detected during pressure test,approved,2026-02-11
EC-03891,QI-01256,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-19
EC-03892,QI-09320,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-03-19
EC-03893,QI-05307,Engineering change addressing: surface finish outside specification,in_progress,2026-03-14
EC-03894,QI-05812,Engineering change addressing: material hardness below specification,in_progress,2026-07-21
EC-03895,QI-07646,Engineering change addressing: material hardness below specification,proposed,2026-08-15
EC-03896,QI-04910,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-02-01
EC-03897,QI-08881,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-01-04
EC-03898,QI-05431,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-02-18
EC-03899,QI-11904,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-05-08
EC-03900,QI-08630,Engineering change addressing: material hardness below specification,implemented,2026-03-02
EC-03901,QI-03864,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-06-16
EC-03902,QI-01857,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-02-05
EC-03903,QI-10674,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-03-26
EC-03904,QI-05665,Engineering change addressing: surface finish outside specification,approved,2026-01-24
EC-03905,QI-09522,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-08-15
EC-03906,QI-04802,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-04-28
EC-03907,QI-10977,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-07-14
EC-03908,QI-08459,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-04-27
EC-03909,QI-03798,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-01-13
EC-03910,QI-02327,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-05-16
EC-03911,QI-11290,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-06-09
EC-03912,QI-05874,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-20
EC-03913,QI-08416,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-02-06
EC-03914,QI-00386,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-03-13
EC-03915,QI-08732,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-07-17
EC-03916,QI-04626,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-01-03
EC-03917,QI-07495,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-16
EC-03918,QI-11514,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-05-14
