issue_id,part_id,factory_id,summary,severity,status,defect_rate_percent,detected_at
QI-09187,PART-01684,FAC-038,Material hardness below specification,low,open,0.89,2026-03-27
QI-09188,PART-00271,FAC-027,Seal leakage detected during pressure test,critical,resolved,2.66,2026-03-15
QI-09189,PART-02602,FAC-001,Fastener torque inconsistency observed on assembly line,low,investigating,10.55,2026-08-26
QI-09190,PART-02090,FAC-010,Seal leakage detected during pressure test,low,resolved,9.82,2026-04-01
QI-09191,PART-01133,FAC-008,Dimensional deviation detected during incoming inspection,low,resolved,2.69,2026-02-28
QI-09192,PART-02821,FAC-003,Seal leakage detected during pressure test,critical,investigating,2.76,2026-08-13
QI-09193,PART-04401,FAC-012,Intermittent sensor reading failure under load,low,investigating,8.2,2026-03-10
QI-09194,PART-01367,FAC-008,Fastener torque inconsistency observed on assembly line,critical,engineering_review,7.69,2026-01-09
QI-09195,PART-03511,FAC-007,Seal leakage detected during pressure test,medium,open,7.06,2026-02-07
QI-09196,PART-01353,FAC-012,Dimensional deviation detected during incoming inspection,medium,resolved,6.46,2026-01-13
QI-09197,PART-00254,FAC-020,Material hardness below specification,medium,investigating,4.21,2026-04-07
QI-09198,PART-02316,FAC-008,Intermittent sensor reading failure under load,low,investigating,1.41,2026-05-27
QI-09199,PART-01100,FAC-001,Surface finish outside specification,high,open,4.31,2026-01-20
QI-09200,PART-00981,FAC-035,Dimensional deviation detected during incoming inspection,high,investigating,7.51,2026-01-03
QI-09201,PART-02314,FAC-007,Intermittent sensor reading failure under load,high,open,6.51,2026-05-19
QI-09202,PART-01890,FAC-008,Seal leakage detected during pressure test,critical,engineering_review,0.2,2026-06-13
QI-09203,PART-04538,FAC-007,Material hardness below specification,low,resolved,5.75,2026-06-22
QI-09204,PART-02934,FAC-006,Intermittent sensor reading failure under load,high,engineering_review,7.8,2026-01-25
QI-09205,PART-02221,FAC-006,Dimensional deviation detected during incoming inspection,critical,resolved,5.44,2026-03-27
QI-09206,PART-02104,FAC-033,Material hardness below specification,high,investigating,9.84,2026-08-28
QI-09207,PART-02204,FAC-006,Surface finish outside specification,high,open,7.06,2026-05-09
QI-09208,PART-02136,FAC-013,Intermittent sensor reading failure under load,high,open,6.25,2026-07-07
QI-09209,PART-03327,FAC-032,Material hardness below specification,medium,open,10.06,2026-08-25
QI-09210,PART-00726,FAC-015,Fastener torque inconsistency observed on assembly line,medium,engineering_review,4.58,2026-05-25
QI-09211,PART-00380,FAC-010,Intermittent sensor reading failure under load,medium,resolved,11.85,2026-07-08
QI-09212,PART-02759,FAC-002,Intermittent sensor reading failure under load,low,open,1.05,2026-04-11
QI-09213,PART-01368,FAC-037,Fastener torque inconsistency observed on assembly line,high,investigating,11.42,2026-05-10
QI-09214,PART-01452,FAC-004,Seal leakage detected during pressure test,high,open,10.16,2026-07-19
QI-09215,PART-02258,FAC-010,Material hardness below specification,critical,open,10.01,2026-03-07
QI-09216,PART-03396,FAC-012,Material hardness below specification,low,engineering_review,0.93,2026-02-28
QI-09217,PART-03928,FAC-010,Intermittent sensor reading failure under load,high,investigating,5.98,2026-03-16
QI-09218,PART-03733,FAC-037,Dimensional deviation detected during incoming inspection,high,open,4.21,2026-04-16
QI-09219,PART-00715,FAC-032,Surface finish outside specification,medium,open,10.45,2026-02-09
QI-09220,PART-03267,FAC-010,Intermittent sensor reading failure under load,medium,engineering_review,10.21,2026-06-05
QI-09221,PART-03365,FAC-004,Material hardness below specification,high,open,8.67,2026-03-09
QI-09222,PART-01762,FAC-031,Dimensional deviation detected during incoming inspection,medium,engineering_review,8.29,2026-07-06
QI-09223,PART-03054,FAC-011,Surface finish outside specification,low,investigating,2.14,2026-02-12
QI-09224,PART-03926,FAC-004,Intermittent sensor reading failure under load,low,engineering_review,11.89,2026-06-12
QI-09225,PART-03205,FAC-012,Fastener torque inconsistency observed on assembly line,low,investigating,9.52,2026-02-02
QI-09226,PART-02530,FAC-009,Material hardness below specification,low,engineering_review,9.74,2026-02-03
QI-09227,PART-02135,FAC-015,Surface finish outside specification,high,open,6.65,2026-03-21
QI-09228,PART-04639,FAC-014,Fastener torque inconsistency observed on assembly line,high,resolved,4.84,2026-01-10
QI-09229,PART-00881,FAC-002,Seal leakage detected during pressure test,medium,resolved,1.14,2026-08-24
QI-09230,PART-00796,FAC-008,Intermittent sensor reading failure under load,low,investigating,9.22,2026-02-12
QI-09231,PART-02045,FAC-005,Surface finish outside specification,medium,investigating,7.13,2026-05-27
QI-09232,PART-01923,FAC-022,Intermittent sensor reading failure under load,low,engineering_review,4.87,2026-06-14
QI-09233,PART-04681,FAC-006,Intermittent sensor reading failure under load,high,open,5.22,2026-04-03
QI-09234,PART-00510,FAC-004,Seal leakage detected during pressure test,low,resolved,2.26,2026-01-12
QI-09235,PART-04685,FAC-009,Fastener torque inconsistency observed on assembly line,medium,investigating,0.47,2026-05-21
QI-09236,PART-00610,FAC-004,Seal leakage detected during pressure test,high,engineering_review,4.5,2026-08-02
QI-09237,PART-03032,FAC-002,Surface finish outside specification,medium,resolved,3.47,2026-04-07
QI-09238,PART-01010,FAC-010,Material hardness below specification,medium,engineering_review,2.16,2026-06-20
QI-09239,PART-02998,FAC-006,Intermittent sensor reading failure under load,high,resolved,9.03,2026-02-05
QI-09240,PART-01100,FAC-001,Seal leakage detected during pressure test,critical,engineering_review,8.53,2026-07-26
QI-09241,PART-01074,FAC-012,Dimensional deviation detected during incoming inspection,low,engineering_review,11.86,2026-08-17
QI-09242,PART-01007,FAC-006,Material hardness below specification,critical,resolved,8.22,2026-02-04
QI-09243,PART-04807,FAC-006,Intermittent sensor reading failure under load,critical,investigating,4.04,2026-08-26
QI-09244,PART-04787,FAC-028,Material hardness below specification,low,open,7.89,2026-05-04
QI-09245,PART-03883,FAC-018,Seal leakage detected during pressure test,medium,resolved,4.82,2026-08-13
QI-09246,PART-01777,FAC-005,Surface finish outside specification,high,engineering_review,5.03,2026-06-16
QI-09247,PART-04688,FAC-008,Material hardness below specification,low,engineering_review,5.65,2026-02-08
QI-09248,PART-02922,FAC-022,Material hardness below specification,high,resolved,3.39,2026-08-16
QI-09249,PART-01801,FAC-010,Surface finish outside specification,medium,open,5.3,2026-03-27
QI-09250,PART-03665,FAC-026,Fastener torque inconsistency observed on assembly line,critical,resolved,10.73,2026-08-01
QI-09251,PART-04795,FAC-005,Fastener torque inconsistency observed on assembly line,medium,open,9.44,2026-03-01
QI-09252,PART-02960,FAC-005,Fastener torque inconsistency observed on assembly line,low,investigating,8.08,2026-02-09
QI-09253,PART-02127,FAC-023,Material hardness below specification,critical,investigating,8.79,2026-07-16
QI-09254,PART-04313,FAC-001,Intermittent sensor reading failure under load,low,engineering_review,11.38,2026-08-01
QI-09255,PART-04175,FAC-001,Material hardness below specification,high,open,7.43,2026-07-13
QI-09256,PART-01964,FAC-017,Material hardness below specification,low,investigating,8.67,2026-02-04
QI-09257,PART-03968,FAC-007,Material hardness below specification,critical,engineering_review,3.59,2026-01-15
QI-09258,PART-04570,FAC-017,Fastener torque inconsistency observed on assembly line,medium,open,11.85,2026-08-22
QI-09259,PART-00265,FAC-003,Material hardness below specification,medium,open,8.99,2026-01-28
QI-09260,PART-02208,FAC-009,Fastener torque inconsistency observed on assembly line,critical,open,10.26,2026-06-20
QI-09261,PART-03113,FAC-023,Fastener torque inconsistency observed on assembly line,critical,open,10.81,2026-01-27
QI-09262,PART-01882,FAC-007,Intermittent sensor reading failure under load,high,engineering_review,4.24,2026-07-03
QI-09263,PART-03601,FAC-008,Material hardness below specification,low,engineering_review,2.4,2026-08-04
QI-09264,PART-00371,FAC-019,Material hardness below specification,critical,open,10.96,2026-08-15
QI-09265,PART-00594,FAC-001,Dimensional deviation detected during incoming inspection,critical,open,1.89,2026-05-04
QI-09266,PART-03366,FAC-005,Intermittent sensor reading failure under load,high,resolved,4.86,2026-07-25
QI-09267,PART-02820,FAC-039,Fastener torque inconsistency observed on assembly line,high,resolved,3.43,2026-06-19
QI-09268,PART-03701,FAC-016,Intermittent sensor reading failure under load,medium,engineering_review,11.28,2026-01-26
QI-09269,PART-00919,FAC-021,Seal leakage detected during pressure test,low,engineering_review,10.7,2026-07-18
QI-09270,PART-04997,FAC-004,Intermittent sensor reading failure under load,medium,open,5.62,2026-02-24
QI-09271,PART-01623,FAC-007,Material hardness below specification,critical,engineering_review,2.08,2026-04-02
QI-09272,PART-03727,FAC-029,Dimensional deviation detected during incoming inspection,medium,resolved,7.23,2026-04-17
QI-09273,PART-04037,FAC-002,Intermittent sensor reading failure under load,medium,engineering_review,9.54,2026-08-21
QI-09274,PART-03929,FAC-023,Surface finish outside specification,low,engineering_review,3.62,2026-06-28
QI-09275,PART-01514,FAC-023,Intermittent sensor reading failure under load,high,open,5.99,2026-06-24
QI-09276,PART-01977,FAC-034,Intermittent sensor reading failure under load,high,investigating,11.44,2026-08-19
QI-09277,PART-00978,FAC-004,Dimensional deviation detected during incoming inspection,medium,resolved,5.95,2026-06-16
QI-09278,PART-02746,FAC-012,Dimensional deviation detected during incoming inspection,high,engineering_review,6.2,2026-07-05
QI-09279,PART-00616,FAC-007,Dimensional deviation detected during incoming inspection,medium,engineering_review,1.34,2026-01-14
QI-09280,PART-00310,FAC-029,Surface finish outside specification,low,resolved,1.05,2026-05-24
QI-09281,PART-00021,FAC-027,Surface finish outside specification,critical,open,1.17,2026-05-02
QI-09282,PART-00391,FAC-012,Seal leakage detected during pressure test,high,resolved,1.45,2026-07-13
QI-09283,PART-04905,FAC-018,Seal leakage detected during pressure test,low,investigating,11.82,2026-02-12
QI-09284,PART-00741,FAC-027,Seal leakage detected during pressure test,low,engineering_review,4.96,2026-07-26
QI-09285,PART-01729,FAC-026,Seal leakage detected during pressure test,low,open,5.22,2026-02-01
QI-09286,PART-02227,FAC-002,Seal leakage detected during pressure test,critical,resolved,7.61,2026-02-27
QI-09287,PART-00289,FAC-021,Material hardness below specification,high,investigating,6.66,2026-03-10
QI-09288,PART-03926,FAC-004,Material hardness below specification,medium,engineering_review,11.69,2026-08-24
QI-09289,PART-02639,FAC-021,Surface finish outside specification,critical,resolved,9.1,2026-07-11
QI-09290,PART-03906,FAC-022,Dimensional deviation detected during incoming inspection,high,engineering_review,10.62,2026-02-08
QI-09291,PART-03138,FAC-025,Intermittent sensor reading failure under load,high,engineering_review,2.04,2026-02-23
QI-09292,PART-01408,FAC-006,Intermittent sensor reading failure under load,medium,engineering_review,11.09,2026-02-17
QI-09293,PART-00322,FAC-004,Material hardness below specification,low,open,9.52,2026-07-19
QI-09294,PART-00954,FAC-029,Fastener torque inconsistency observed on assembly line,medium,resolved,0.51,2026-01-06
QI-09295,PART-00942,FAC-008,Fastener torque inconsistency observed on assembly line,high,resolved,3.15,2026-03-01
QI-09296,PART-00033,FAC-009,Dimensional deviation detected during incoming inspection,high,engineering_review,6.52,2026-07-10
QI-09297,PART-04948,FAC-006,Dimensional deviation detected during incoming inspection,high,resolved,2.4,2026-06-24
QI-09298,PART-04224,FAC-011,Material hardness below specification,low,open,11.18,2026-02-10
QI-09299,PART-02780,FAC-039,Dimensional deviation detected during incoming inspection,high,open,5.75,2026-05-07
QI-09300,PART-03470,FAC-028,Material hardness below specification,low,open,1.26,2026-01-15
QI-09301,PART-01536,FAC-033,Dimensional deviation detected during incoming inspection,high,investigating,7.9,2026-02-08
QI-09302,PART-02201,FAC-007,Material hardness below specification,high,investigating,5.81,2026-01-19
QI-09303,PART-04021,FAC-016,Fastener torque inconsistency observed on assembly line,critical,resolved,2.08,2026-04-22
QI-09304,PART-04989,FAC-021,Fastener torque inconsistency observed on assembly line,medium,open,2.02,2026-03-23
QI-09305,PART-04773,FAC-005,Material hardness below specification,low,engineering_review,4.69,2026-08-08
QI-09306,PART-03338,FAC-009,Dimensional deviation detected during incoming inspection,medium,investigating,10.83,2026-06-21
QI-09307,PART-01438,FAC-013,Seal leakage detected during pressure test,low,investigating,2.47,2026-01-18
QI-09308,PART-04646,FAC-009,Intermittent sensor reading failure under load,critical,engineering_review,5.1,2026-02-11
QI-09309,PART-01533,FAC-022,Intermittent sensor reading failure under load,medium,resolved,6.43,2026-01-19
QI-09310,PART-03945,FAC-009,Material hardness below specification,medium,resolved,8.71,2026-04-07
QI-09311,PART-02531,FAC-012,Seal leakage detected during pressure test,medium,resolved,6.79,2026-03-06
QI-09312,PART-03814,FAC-014,Material hardness below specification,low,resolved,5.08,2026-08-04
QI-09313,PART-01572,FAC-011,Seal leakage detected during pressure test,high,investigating,3.54,2026-03-22
QI-09314,PART-02424,FAC-012,Intermittent sensor reading failure under load,high,engineering_review,3.88,2026-05-21
QI-09315,PART-03450,FAC-022,Material hardness below specification,critical,engineering_review,9.5,2026-02-17
QI-09316,PART-00198,FAC-002,Material hardness below specification,high,investigating,10.05,2026-02-03
QI-09317,PART-01717,FAC-039,Seal leakage detected during pressure test,medium,engineering_review,11.31,2026-07-21
QI-09318,PART-03712,FAC-002,Seal leakage detected during pressure test,medium,resolved,1.3,2026-07-25
QI-09319,PART-03962,FAC-013,Dimensional deviation detected during incoming inspection,critical,investigating,2.51,2026-03-20
QI-09320,PART-02176,FAC-034,Dimensional deviation detected during incoming inspection,medium,open,3.82,2026-03-19
QI-09321,PART-01908,FAC-014,Intermittent sensor reading failure under load,critical,investigating,11.6,2026-07-03
QI-09322,PART-02250,FAC-015,Fastener torque inconsistency observed on assembly line,high,open,8.69,2026-03-04
QI-09323,PART-02162,FAC-025,Fastener torque inconsistency observed on assembly line,low,engineering_review,10.27,2026-01-12
QI-09324,PART-04898,FAC-008,Dimensional deviation detected during incoming inspection,critical,investigating,8.26,2026-04-01
QI-09325,PART-01738,FAC-028,Intermittent sensor reading failure under load,medium,investigating,8.98,2026-01-26
QI-09326,PART-04964,FAC-025,Intermittent sensor reading failure under load,high,resolved,8.74,2026-04-18
QI-09327,PART-02444,FAC-004,Intermittent sensor reading failure under load,critical,investigating,5.26,2026-01-05
QI-09328,PART-03552,FAC-008,Surface finish outside specification,medium,resolved,11.26,2026-02-02
QI-09329,PART-02085,FAC-017,Dimensional deviation detected during incoming inspection,high,resolved,4.9,2026-01-19
QI-09330,PART-02589,FAC-005,Seal leakage detected during pressure test,medium,resolved,7.97,2026-02-24
QI-09331,PART-01722,FAC-005,Intermittent sensor reading failure under load,high,resolved,0.71,2026-05-11
QI-09332,PART-00880,FAC-010,Surface finish outside specification,high,engineering_review,6.27,2026-03-12
QI-09333,PART-00155,FAC-023,Surface finish outside specification,medium,investigating,2.21,2026-03-26
QI-09334,PART-04880,FAC-028,Fastener torque inconsistency observed on assembly line,critical,resolved,10.62,2026-01-19
QI-09335,PART-03827,FAC-011,Material hardness below specification,medium,engineering_review,6.62,2026-01-01
QI-09336,PART-04958,FAC-013,Intermittent sensor reading failure under load,medium,investigating,1.5,2026-08-07
QI-09337,PART-03278,FAC-006,Material hardness below specification,critical,open,11.66,2026-05-22
QI-09338,PART-00219,FAC-001,Fastener torque inconsistency observed on assembly line,high,open,6.07,2026-04-10
QI-09339,PART-02625,FAC-008,Surface finish outside specification,critical,open,2.08,2026-08-13
QI-09340,PART-01058,FAC-019,Material hardness below specification,high,resolved,7.06,2026-02-01
QI-09341,PART-00400,FAC-014,Dimensional deviation detected during incoming inspection,low,resolved,11.59,2026-02-11
QI-09342,PART-01073,FAC-023,Surface finish outside specification,low,resolved,1.62,2026-08-24
QI-09343,PART-00187,FAC-027,Surface finish outside specification,high,engineering_review,7.75,2026-03-12
QI-09344,PART-02771,FAC-017,Fastener torque inconsistency observed on assembly line,low,open,1.4,2026-01-02
QI-09345,PART-04072,FAC-007,Dimensional deviation detected during incoming inspection,critical,investigating,4.26,2026-08-06
QI-09346,PART-02798,FAC-002,Fastener torque inconsistency observed on assembly line,medium,open,8.82,2026-07-07
QI-09347,PART-01182,FAC-013,Intermittent sensor reading failure under load,medium,resolved,3.29,2026-06-13
QI-09348,PART-00350,FAC-032,Dimensional deviation detected during incoming inspection,high,resolved,2.15,2026-08-24
QI-09349,PART-02986,FAC-001,Surface finish outside specification,low,open,10.33,2026-01-28
QI-09350,PART-02581,FAC-024,Intermittent sensor reading failure under load,low,engineering_review,6.43,2026-07-08
QI-09351,PART-03078,FAC-002,Material hardness below specification,high,engineering_review,2.18,2026-07-17
QI-09352,PART-04303,FAC-028,Surface finish outside specification,high,engineering_review,5.06,2026-06-16
QI-09353,PART-00083,FAC-038,Intermittent sensor reading failure under load,high,resolved,11.98,2026-04-10
QI-09354,PART-02839,FAC-006,Intermittent sensor reading failure under load,critical,investigating,1.34,2026-03-24
QI-09355,PART-00729,FAC-034,Material hardness below specification,critical,open,8.64,2026-04-27
QI-09356,PART-03690,FAC-002,Material hardness below specification,critical,investigating,4.12,2026-04-03
QI-09357,PART-01687,FAC-009,Seal leakage detected during pressure test,low,open,7.61,2026-05-23
QI-09358,PART-01983,FAC-024,Seal leakage detected during pressure test,low,engineering_review,7.82,2026-05-08
QI-09359,PART-04663,FAC-002,Seal leakage detected during pressure test,medium,investigating,7.17,2026-04-12
QI-09360,PART-04863,FAC-005,Material hardness below specification,critical,open,9.02,2026-08-19
QI-09361,PART-02908,FAC-007,Dimensional deviation detected during incoming inspection,low,engineering_review,9.32,2026-02-07
QI-09362,PART-02445,FAC-022,Dimensional deviation detected during incoming inspection,medium,engineering_review,0.38,2026-05-27
QI-09363,PART-00451,FAC-026,Fastener torque inconsistency observed on assembly line,critical,engineering_review,10.36,2026-08-11
QI-09364,PART-00107,FAC-009,Seal leakage detected during pressure test,high,open,5.81,2026-01-27
QI-09365,PART-04025,FAC-011,Material hardness below specification,high,open,10.04,2026-02-10
QI-09366,PART-00488,FAC-008,Dimensional deviation detected during incoming inspection,low,engineering_review,10.66,2026-01-24
QI-09367,PART-02991,FAC-026,Surface finish outside specification,medium,engineering_review,7.23,2026-02-28
QI-09368,PART-01623,FAC-007,Seal leakage detected during pressure test,medium,resolved,10.58,2026-04-19
QI-09369,PART-02647,FAC-025,Fastener torque inconsistency observed on assembly line,critical,open,4.64,2026-08-12
QI-09370,PART-04531,FAC-006,Intermittent sensor reading failure under load,low,engineering_review,9.47,2026-02-03
QI-09371,PART-01769,FAC-001,Surface finish outside specification,medium,resolved,11.98,2026-05-23
QI-09372,PART-03423,FAC-004,Surface finish outside specification,medium,open,7.93,2026-08-26
QI-09373,PART-00866,FAC-016,Intermittent sensor reading failure under load,critical,open,8.88,2026-04-10
QI-09374,PART-03461,FAC-002,Surface finish outside specification,high,investigating,10.34,2026-07-14
QI-09375,PART-03127,FAC-012,Intermittent sensor reading failure under load,critical,investigating,10.25,2026-02-08
QI-09376,PART-04437,FAC-005,Surface finish outside specification,low,open,10.58,2026-01-27
QI-09377,PART-04812,FAC-001,Surface finish outside specification,critical,investigating,11.07,2026-02-10
QI-09378,PART-02901,FAC-012,Intermittent sensor reading failure under load,critical,engineering_review,9.74,2026-04-08
QI-09379,PART-04846,FAC-018,Dimensional deviation detected during incoming inspection,medium,resolved,11.64,2026-04-08
QI-09380,PART-04343,FAC-017,Seal leakage detected during pressure test,low,open,7.73,2026-05-26
QI-09381,PART-01682,FAC-009,Surface finish outside specification,critical,open,4.76,2026-04-12
QI-09382,PART-00592,FAC-032,Dimensional deviation detected during incoming inspection,critical,investigating,11.19,2026-05-10
QI-09383,PART-00442,FAC-022,Dimensional deviation detected during incoming inspection,high,open,4.81,2026-04-21
QI-09384,PART-00715,FAC-032,Dimensional deviation detected during incoming inspection,high,resolved,5.58,2026-06-14
QI-09385,PART-01287,FAC-015,Dimensional deviation detected during incoming inspection,low,engineering_review,2.85,2026-03-03
QI-09386,PART-03196,FAC-007,Dimensional deviation detected during incoming inspection,medium,resolved,12.0,2026-05-04
QI-09387,PART-04868,FAC-001,Material hardness below specification,medium,open,3.66,2026-06-22
QI-09388,PART-00442,FAC-022,Intermittent sensor reading failure under load,high,engineering_review,3.64,2026-08-14
QI-09389,PART-02849,FAC-020,Dimensional deviation detected during incoming inspection,low,engineering_review,7.44,2026-03-23
QI-09390,PART-00702,FAC-035,Fastener torque inconsistency observed on assembly line,high,investigating,8.82,2026-08-09
QI-09391,PART-00779,FAC-027,Dimensional deviation detected during incoming inspection,critical,resolved,6.18,2026-05-28
QI-09392,PART-01581,FAC-002,Material hardness below specification,low,resolved,3.79,2026-08-14
QI-09393,PART-00952,FAC-021,Fastener torque inconsistency observed on assembly line,critical,engineering_review,10.7,2026-04-12
QI-09394,PART-02602,FAC-001,Intermittent sensor reading failure under load,critical,resolved,1.89,2026-08-04
QI-09395,PART-04949,FAC-007,Intermittent sensor reading failure under load,high,engineering_review,3.53,2026-02-14
QI-09396,PART-04233,FAC-013,Surface finish outside specification,high,investigating,3.61,2026-06-25
QI-09397,PART-01008,FAC-005,Surface finish outside specification,critical,resolved,5.79,2026-07-02
QI-09398,PART-04491,FAC-032,Dimensional deviation detected during incoming inspection,low,resolved,0.62,2026-01-16
QI-09399,PART-04637,FAC-001,Dimensional deviation detected during incoming inspection,critical,open,4.76,2026-03-21
QI-09400,PART-02336,FAC-030,Material hardness below specification,critical,open,0.6,2026-06-22
QI-09401,PART-03993,FAC-018,Seal leakage detected during pressure test,critical,open,8.43,2026-07-14
QI-09402,PART-01344,FAC-021,Surface finish outside specification,critical,open,1.65,2026-05-09
QI-09403,PART-02397,FAC-032,Material hardness below specification,critical,resolved,1.45,2026-01-17
QI-09404,PART-00270,FAC-008,Material hardness below specification,critical,investigating,5.66,2026-03-16
QI-09405,PART-03789,FAC-031,Fastener torque inconsistency observed on assembly line,critical,open,0.93,2026-01-11
QI-09406,PART-03616,FAC-016,Surface finish outside specification,critical,engineering_review,8.84,2026-02-06
QI-09407,PART-04946,FAC-009,Material hardness below specification,critical,resolved,2.1,2026-06-13
QI-09408,PART-02356,FAC-018,Fastener torque inconsistency observed on assembly line,low,resolved,4.64,2026-02-26
QI-09409,PART-03869,FAC-023,Intermittent sensor reading failure under load,critical,investigating,11.42,2026-08-05
QI-09410,PART-02871,FAC-012,Dimensional deviation detected during incoming inspection,low,resolved,8.44,2026-01-03
QI-09411,PART-01203,FAC-007,Intermittent sensor reading failure under load,critical,engineering_review,0.55,2026-04-13
QI-09412,PART-02555,FAC-016,Surface finish outside specification,medium,open,1.15,2026-02-06
QI-09413,PART-00247,FAC-012,Material hardness below specification,critical,investigating,7.25,2026-03-14
QI-09414,PART-02410,FAC-013,Dimensional deviation detected during incoming inspection,critical,investigating,2.29,2026-01-04
QI-09415,PART-04093,FAC-006,Material hardness below specification,high,open,9.34,2026-07-14
QI-09416,PART-00588,FAC-010,Intermittent sensor reading failure under load,critical,engineering_review,0.11,2026-04-12
QI-09417,PART-03127,FAC-012,Seal leakage detected during pressure test,critical,resolved,8.18,2026-01-20
QI-09418,PART-00595,FAC-022,Intermittent sensor reading failure under load,low,engineering_review,1.98,2026-08-15
QI-09419,PART-03025,FAC-010,Material hardness below specification,critical,open,5.53,2026-04-06
QI-09420,PART-04262,FAC-023,Dimensional deviation detected during incoming inspection,critical,resolved,3.56,2026-02-19
QI-09421,PART-01290,FAC-001,Surface finish outside specification,critical,open,2.58,2026-08-16
QI-09422,PART-01681,FAC-038,Material hardness below specification,medium,engineering_review,4.59,2026-04-21
QI-09423,PART-02449,FAC-022,Material hardness below specification,low,open,6.9,2026-03-16
QI-09424,PART-04190,FAC-013,Seal leakage detected during pressure test,medium,engineering_review,6.03,2026-04-13
QI-09425,PART-00994,FAC-019,Intermittent sensor reading failure under load,high,resolved,9.73,2026-07-12
QI-09426,PART-01563,FAC-016,Dimensional deviation detected during incoming inspection,high,resolved,4.0,2026-07-09
QI-09427,PART-01769,FAC-001,Fastener torque inconsistency observed on assembly line,low,open,3.7,2026-07-27
QI-09428,PART-03092,FAC-026,Seal leakage detected during pressure test,low,investigating,8.81,2026-02-09
QI-09429,PART-00714,FAC-027,Dimensional deviation detected during incoming inspection,low,resolved,7.85,2026-01-16
QI-09430,PART-00444,FAC-023,Material hardness below specification,low,engineering_review,9.06,2026-06-01
QI-09431,PART-03823,FAC-006,Intermittent sensor reading failure under load,medium,open,10.45,2026-01-22
QI-09432,PART-04178,FAC-013,Seal leakage detected during pressure test,low,investigating,3.38,2026-01-16
QI-09433,PART-02751,FAC-037,Material hardness below specification,critical,engineering_review,7.43,2026-02-04
QI-09434,PART-04740,FAC-015,Seal leakage detected during pressure test,low,engineering_review,3.26,2026-07-05
QI-09435,PART-02185,FAC-038,Dimensional deviation detected during incoming inspection,high,resolved,6.07,2026-02-01
QI-09436,PART-00747,FAC-013,Seal leakage detected during pressure test,critical,open,10.82,2026-05-05
QI-09437,PART-03370,FAC-021,Surface finish outside specification,low,investigating,7.78,2026-05-15
QI-09438,PART-00859,FAC-004,Material hardness below specification,low,investigating,3.75,2026-01-12
QI-09439,PART-00860,FAC-006,Seal leakage detected during pressure test,high,engineering_review,11.21,2026-08-07
QI-09440,PART-01322,FAC-005,Seal leakage detected during pressure test,critical,resolved,0.53,2026-02-27
QI-09441,PART-02820,FAC-039,Dimensional deviation detected during incoming inspection,critical,resolved,8.03,2026-06-25
QI-09442,PART-04358,FAC-033,Intermittent sensor reading failure under load,high,open,9.09,2026-06-12
QI-09443,PART-02422,FAC-007,Surface finish outside specification,high,resolved,0.5,2026-03-25
QI-09444,PART-02138,FAC-018,Material hardness below specification,critical,resolved,2.07,2026-06-20
QI-09445,PART-04856,FAC-005,Surface finish outside specification,high,investigating,7.1,2026-04-13
QI-09446,PART-03952,FAC-020,Surface finish outside specification,high,resolved,7.5,2026-03-09
QI-09447,PART-04431,FAC-019,Seal leakage detected during pressure test,low,resolved,3.7,2026-08-28
QI-09448,PART-01011,FAC-016,Surface finish outside specification,high,resolved,2.57,2026-04-19
QI-09449,PART-01822,FAC-022,Dimensional deviation detected during incoming inspection,critical,investigating,5.64,2026-04-18
QI-09450,PART-03066,FAC-039,Dimensional deviation detected during incoming inspection,medium,investigating,11.11,2026-04-08
QI-09451,PART-03078,FAC-002,Fastener torque inconsistency observed on assembly line,medium,resolved,8.35,2026-08-08
QI-09452,PART-02491,FAC-016,Seal leakage detected during pressure test,critical,resolved,3.82,2026-07-24
QI-09453,PART-00077,FAC-001,Fastener torque inconsistency observed on assembly line,low,investigating,5.61,2026-04-13
QI-09454,PART-03920,FAC-011,Dimensional deviation detected during incoming inspection,low,open,5.21,2026-03-21
QI-09455,PART-04433,FAC-006,Surface finish outside specification,high,investigating,0.9,2026-08-12
QI-09456,PART-03879,FAC-031,Surface finish outside specification,high,investigating,4.81,2026-02-03
QI-09457,PART-01954,FAC-010,Seal leakage detected during pressure test,high,open,6.06,2026-03-10
QI-09458,PART-02628,FAC-031,Seal leakage detected during pressure test,high,investigating,1.53,2026-06-04
QI-09459,PART-04669,FAC-025,Seal leakage detected during pressure test,medium,investigating,11.18,2026-03-16
QI-09460,PART-03630,FAC-008,Dimensional deviation detected during incoming inspection,medium,engineering_review,1.68,2026-02-14
QI-09461,PART-02718,FAC-008,Seal leakage detected during pressure test,high,investigating,1.19,2026-08-21
QI-09462,PART-02837,FAC-025,Dimensional deviation detected during incoming inspection,critical,investigating,9.55,2026-02-06
QI-09463,PART-03609,FAC-025,Fastener torque inconsistency observed on assembly line,high,engineering_review,10.55,2026-08-26
QI-09464,PART-00278,FAC-023,Material hardness below specification,high,engineering_review,10.32,2026-08-04
QI-09465,PART-01622,FAC-009,Seal leakage detected during pressure test,medium,investigating,9.11,2026-08-14
QI-09466,PART-00777,FAC-021,Surface finish outside specification,critical,investigating,1.99,2026-05-19
QI-09467,PART-02544,FAC-013,Surface finish outside specification,medium,open,0.33,2026-08-10
QI-09468,PART-01346,FAC-001,Dimensional deviation detected during incoming inspection,critical,open,9.54,2026-05-05
